ACC,std_ACC,MCC,std_MCC,F1_micro,std_F1_micro,F1_macro,std_F1_macro,F1_w,std_F1_w,kappa,std_kappa
0.9519,0.04,0.8993,0.08,0.9519,0.04,0.9075,0.07,0.9489,0.04,0.8966,0.08
