ACC,std_ACC,MCC,std_MCC,F1_micro,std_F1_micro,F1_macro,std_F1_macro,F1_w,std_F1_w,kappa,std_kappa
0.8200,0.03,0.7798,0.03,0.8200,0.03,0.7513,0.04,0.8169,0.03,0.7789,0.03
