ACC,std_ACC,MCC,std_MCC,F1,std_F1,balanced_ACC,std_balanced_ACC,kappa,std_kappa,gmean,std_gmean
0.9117,0.01,0.8235,0.01,0.9117,0.01,0.9117,0.01,0.8235,0.01,0.9117,0.01
