ACC,std_ACC,MCC,std_MCC,F1_micro,std_F1_micro,F1_macro,std_F1_macro,F1_w,std_F1_w,kappa,std_kappa
0.8500,0.02,0.8165,0.02,0.8500,0.02,0.7802,0.03,0.8469,0.02,0.8155,0.02
