ACC,std_ACC,MCC,std_MCC,F1_micro,std_F1_micro,F1_macro,std_F1_macro,F1_w,std_F1_w,kappa,std_kappa
1.0000,0.00,1.0000,0.00,1.0000,0.00,1.0000,0.00,1.0000,0.00,1.0000,0.00
