ACC,std_ACC,MCC,std_MCC,F1_micro,std_F1_micro,F1_macro,std_F1_macro,F1_w,std_F1_w,kappa,std_kappa
0.7000,0.10,0.5881,0.14,0.7000,0.10,0.6986,0.11,0.6472,0.13,0.5093,0.17
