ACC,std_ACC,MCC,std_MCC,F1_micro,std_F1_micro,F1_macro,std_F1_macro,F1_w,std_F1_w,kappa,std_kappa
0.8549,0.02,0.8225,0.02,0.8549,0.02,0.7893,0.03,0.8519,0.02,0.8216,0.02
