ACC,std_ACC,MCC,std_MCC,F1_micro,std_F1_micro,F1_macro,std_F1_macro,F1_w,std_F1_w,kappa,std_kappa
0.9547,0.02,0.9294,0.03,0.9547,0.02,0.9584,0.02,0.9546,0.02,0.9277,0.03
