ACC,std_ACC,MCC,std_MCC,F1_micro,std_F1_micro,F1_macro,std_F1_macro,F1_w,std_F1_w,kappa,std_kappa
0.9761,0.03,0.9619,0.05,0.9761,0.03,0.9765,0.03,0.9758,0.03,0.9595,0.05
